q0,q1,q2,q3,q4,q5
0.0,0.0,0.0,0.0,0.0,0.0
0.0634239196565645,0.0,0.5929079290546404,0.0,0.006346609218341702,0.0
0.12659245357374926,0.0,0.9549022414440739,0.0,0.012692962796189507,0.0
0.1892512443604102,0.0,0.9450008187146685,0.0,0.019038805103346677,0.0
0.2511479871810792,0.0,0.5670598638627709,0.0,0.025383880530210397,0.0
0.3120334456984871,0.0,-0.03172793349806786,0.0,0.03172793349806765,0.0
0.3716624556603275,0.0,-0.6181589862206053,0.0,0.03807070846938995,0.0
0.4297949120891717,0.0,-0.9638421585599422,0.0,0.044411949958126314,0.0
0.4861967361004687,0.0,-0.9341478602651068,0.0,0.050751402539994196,0.0
0.5406408174555976,0.0,-0.5406408174555974,0.0,0.057088810862767986,0.0
0.5929079290546405,0.0,0.06342391965656492,0.0,0.0634239196565645,0.0
0.6427876096865394,0.0,0.6427876096865391,0.0,0.0697564737441253,0.0
0.6900790114821119,0.0,0.9718115683235418,0.0,0.07608621805109507,0.0
0.7345917086575333,0.0,0.9223542941045809,0.0,0.08241289761629612,0.0
0.7761464642917569,0.0,0.5136773915734058,0.0,0.08873625760199805,0.0
0.8145759520503357,0.0,-0.09505604330418282,0.0,0.09505604330418266,0.0
0.8497254299495144,0.0,-0.6667690005162913,0.0,0.1013720001628034,0.0
0.8814533634475821,0.0,-0.9788024462147789,0.0,0.10768387377203893,0.0
0.9096319953545183,0.0,-0.9096319953545183,0.0,0.11399140989054063,0.0
0.9341478602651067,0.0,-0.48619673610046904,0.0,0.12029435445167337,0.0
0.954902241444074,0.0,0.12659245357375007,0.0,0.12659245357374926,0.0
0.9718115683235417,0.0,0.6900790114821121,0.0,0.13288545357025405,0.0
0.9848077530122081,0.0,0.984807753012208,0.0,0.13917310096006544,0.0
0.9938384644612541,0.0,0.8959937742913355,0.0,0.14545514247766342,0.0
0.998867339183008,0.0,0.45822652172741013,0.0,0.15173132508333162,0.0
0.9998741276738751,0.0,-0.15800139597334958,0.0,0.1580013959733499,0.0
0.9968547759519424,0.0,-0.7126941713788647,0.0,0.16426510259017704,0.0
0.9898214418809327,0.0,-0.9898214418809328,0.0,0.1705221926326238,0.0
0.9788024462147786,0.0,-0.8814533634475813,0.0,0.17677241406601568,0.0
0.9638421585599422,0.0,-0.42979491208917237,0.0,0.18301551513234465,0.0
0.9450008187146685,0.0,0.18925124436041052,0.0,0.1892512443604102,0.0
0.9223542941045814,0.0,0.7345917086575343,0.0,0.1954793505759482,0.0
0.8959937742913359,0.0,0.993838464461254,0.0,0.20169958291174842,0.0
0.8660254037844385,0.0,0.8660254037844385,0.0,0.20791169081775934,0.0
0.8325698546347712,0.0,0.4009305354066123,0.0,0.21411542407118037,0.0
0.795761840530832,0.0,-0.2203105327865433,0.0,0.22031053278654067,0.0
0.7557495743542583,0.0,-0.7557495743542586,0.0,0.22649676742576438,0.0
0.7126941713788627,0.0,-0.9968547759519425,0.0,0.2326738788082224,0.0
0.6667690005162917,0.0,-0.8497254299495147,0.0,0.2388416181207689,0.0
0.6181589862206051,0.0,-0.37166245566032713,0.0,0.2449997369277637,0.0
0.5670598638627704,0.0,0.2511479871810808,0.0,0.2511479871810792,0.0
0.5136773915734063,0.0,0.7761464642917586,0.0,0.2572861212300917,0.0
0.4582265217274105,0.0,0.998867339183008,0.0,0.2634138918316567,0.0
0.4009305354066136,0.0,0.8325698546347704,0.0,0.2695310521600679,0.0
0.3420201433256685,0.0,0.3420201433256694,0.0,0.27563735581699916,0.0
0.28173255684142967,0.0,-0.28173255684143017,0.0,0.28173255684142967,0.0
0.22031053278654036,0.0,-0.7957618405308332,0.0,0.2878164097195509,0.0
0.15800139597334945,0.0,-0.9998741276738751,0.0,0.293888669394656,0.0
0.09505604330418288,0.0,-0.8145759520503354,0.0,0.29994909127701064,0.0
0.031727933498067656,0.0,-0.31203344569848546,0.0,0.3059974312537051,0.0
-0.03172793349806786,0.0,0.3120334456984865,0.0,0.3120334456984871,0.0
-0.09505604330418307,0.0,0.8145759520503381,0.0,0.31805689148157495,0.0
-0.15800139597335008,0.0,0.999874127673875,0.0,0.32406752597945065,0.0
-0.22031053278654056,0.0,0.7957618405308324,0.0,0.33006510708463316,0.0
-0.28173255684142984,0.0,0.2817325568414291,0.0,0.33604939321543015,0.0
-0.34202014332566866,0.0,-0.34202014332567043,0.0,0.3420201433256687,0.0
-0.4009305354066142,0.0,-0.8325698546347731,0.0,0.3479771169144052,0.0
-0.4582265217274107,0.0,-0.9988673391830077,0.0,0.3539200740356119,0.0
-0.5136773915734061,0.0,-0.7761464642917579,0.0,0.35984877530784254,0.0
-0.567059863862771,0.0,-0.2511479871810797,0.0,0.3657629819238745,0.0
-0.6181589862206053,0.0,0.37166245566032813,0.0,0.3716624556603275,0.0
-0.6667690005162918,0.0,0.8497254299495154,0.0,0.3775469588872598,0.0
-0.7126941713788629,0.0,0.996854775951942,0.0,0.3834162545777393,0.0
-0.7557495743542587,0.0,0.7557495743542555,0.0,0.3892701063173915,0.0
-0.7957618405308321,0.0,0.22031053278654225,0.0,0.39510827831392187,0.0
-0.8325698546347713,0.0,-0.4009305354066133,0.0,0.40093053540661366,0.0
-0.8660254037844388,0.0,-0.866025403784439,0.0,0.4067366430758002,0.0
-0.895993774291336,0.0,-0.9938384644612539,0.0,0.41252636745231114,0.0
-0.9223542941045817,0.0,-0.7345917086575311,0.0,0.41829947532689277,0.0
-0.9450008187146683,0.0,-0.18925124436040597,0.0,0.42405573415960174,0.0
-0.9638421585599422,0.0,0.4297949120891766,0.0,0.4297949120891717,0.0
-0.9788024462147787,0.0,0.8814533634475819,0.0,0.4355167779423522,0.0
-0.9898214418809327,0.0,0.9898214418809326,0.0,0.4412211012432213,0.0
-0.9968547759519424,0.0,0.7126941713788615,0.0,0.4469076522224681,0.0
-0.9998741276738751,0.0,0.15800139597334675,0.0,0.45257620182664826,0.0
-0.998867339183008,0.0,-0.4582265217274143,0.0,0.45822652172741046,0.0
-0.9938384644612541,0.0,-0.8959937742913352,0.0,0.4638583843306927,0.0
-0.9848077530122081,0.0,-0.9848077530122081,0.0,0.4694715627858908,0.0
-0.9718115683235417,0.0,-0.6900790114821114,0.0,0.4750658309949949,0.0
-0.9549022414440739,0.0,-0.1265924535737472,0.0,0.4806409636216973,0.0
-0.9341478602651064,0.0,0.48619673610047154,0.0,0.4861967361004687,0.0
-0.9096319953545182,0.0,0.9096319953545202,0.0,0.49173292464560375,0.0
-0.881453363447582,0.0,0.9788024462147775,0.0,0.49724930626023517,0.0
-0.8497254299495144,0.0,0.6667690005162918,0.0,0.5027456587453158,0.0
-0.8145759520503358,0.0,0.09505604330418173,0.0,0.5082217607085691,0.0
-0.7761464642917566,0.0,-0.5136773915734082,0.0,0.5136773915734063,0.0
-0.7345917086575332,0.0,-0.9223542941045827,0.0,0.5191123315878119,0.0
-0.6900790114821114,0.0,-0.9718115683235407,0.0,0.5245263618331943,0.0
-0.6427876096865389,0.0,-0.6427876096865404,0.0,0.5299192642332049,0.0
-0.5929079290546402,0.0,-0.06342391965655761,0.0,0.5352908215625214,0.0
-0.5406408174555974,0.0,0.5406408174555984,0.0,0.5406408174555976,0.0
-0.4861967361004688,0.0,0.9341478602651075,0.0,0.5459690364153792,0.0
-0.42979491208917114,0.0,0.9638421585599412,0.0,0.5512752638219833,0.0
-0.37166245566032724,0.0,0.6181589862206016,0.0,0.5565592859413437,0.0
-0.31203344569848623,0.0,0.03172793349806187,0.0,0.5618208899338202,0.0
-0.2511479871810794,0.0,-0.5670598638627706,0.0,0.5670598638627707,0.0
-0.18925124436041063,0.0,-0.9450008187146688,0.0,0.5722759967030896,0.0
-0.12659245357374904,0.0,-0.9549022414440732,0.0,0.5774690783497067,0.0
-0.06342391965656452,0.0,-0.5929079290546376,0.0,0.5826388996260502,0.0
-2.4492935982947064e-16,0.0,-2.4492935982947065e-15,0.0,0.5877852522924731,0.0
